"cliente_id","score"
"1612795d0c3a5c7194b4cca86c4db8e9",13.4895334243774
"ddb9395cbdd6cecb20fcfdc35f587c41",8.35340785980225
"bf1f825874a496ff48749b50fa8a0089",8.18570423126221
"15669ff1819182ff00862dd0185f0aba",8.11398506164551
"1f715fa7883c272a4acc8c4baee92011",7.87060928344727
"eaeb9c005d4e119d8aa43b58f1d33bb2",7.75516128540039
"6a8315542e37ff2e214031bb29f11892",7.59166955947876
"e247258f0ecb0b0a4e191d85eb9fc6ff",7.50546646118164
"9520d5a19570c12add3de6956e08569d",7.48919057846069
"e218a3645b52cd4eae36ce32684a8109",7.48874378204346
"7840ab5f68f5fb7b621a41670d698eda",7.37848711013794
"07e2c2e3e04aed3fea39656891beda13",7.23139429092407
"8b59697cc4cfe7797f24478bab26d2e9",7.22593927383423
"4da8db0f3b68cf60ff00622b7ae0fa4d",7.18646383285522
"291db2697e026a95e5370bd8c68aee8c",7.13905620574951
"f992c0b616f35cb1a5d2ef105b00df37",7.13527011871338
"c8bcee7b127b87b97e856ece746780d7",7.12787008285522
"9dad30cf288e067326b4b60ee66dba25",7.08748579025269
"fca10f2a209d539552dfcd1d41c8a8c4",7.083984375
"3ff0da9b99755a2510031e68ad6881e1",7.08296155929565
"ab5e4830c3d54572d2b33f4f5739ea13",6.97972774505615
"9a791fb9ffdadabefa6b1b5963e8fe46",6.88616609573364
"461045f4669ed1bbb9fdc0534c581fc5",6.84498834609985
"59c3b3d66490f01784596f8028bdefd5",6.82763195037842
"9d0602f001e257c3fde8a76a2bb53f62",6.82344913482666
"34254f974b32901e5fefab3f6bf9c855",6.74603700637817
"0c6dd22bbb52f90d254035e79219337e",6.66766595840454
"985d3de5b35a5165aedb21de67190bb9",6.65586042404175
"30574093b322c0c80a244ac0da5aaea1",6.65218639373779
"0f7122e7d938615aaddc19e2531753fd",6.6458945274353
"474c151ea2ec8393dcbc87a07521c4ab",6.64407682418823
"2aa913f3631ebfd1e5c390ad1be3ecaf",6.63401794433594
"72376f5104be361db561ea070405894c",6.6136679649353
"3ff7376464ce4d3dda2ae10b59986152",6.60036754608154
"dd76827c05bb7803729511cdb707d8f6",6.58518266677856
"edec3fa7e469a71ce08b747aca8b1736",6.57817411422729
"b459f331d10443e50f2b697cf793c3e3",6.56591129302979
"5fe97ce99ab436e54adb7c69f458c001",6.54692649841309
"84a272d7f2718424c52a34d814224a1e",6.52821683883667
"52ea866cd5d36de82df7f3fe4542c639",6.49784469604492
"d150871c50b744de84320bf65db15423",6.48577451705933
"4f7c63f301125a6831d4a83fb8a2fb0f",6.44590520858765
"587b445ca81528e74a907c15ccfbf08e",6.44453144073486
"ab12eac53e42f3564ff9d1f342a6a8b3",6.428466796875
"9d66ac522e8bed08cd44dbe8a6058457",6.39805698394775
"ecfd598c7d58dbccef5c744b8ea645c6",6.39468050003052
"a8686078acfb4c3109fcd88d9fabca2a",6.36128854751587
"9791f63f895e5c85e0ccfa175e7dc6bd",6.35075187683105
"2c9c8c43868085b93f9f41eea8576f93",6.27829313278198
"2c0139d78d145e6af48e1cc048a0d454",6.2528920173645
"5ec06776bb66c76e00510916941f5e9f",6.24031734466553
"53519d44f68ee6c37549e2e0edb62ed5",6.23864841461182
"1d3fe47f2a76478199cbf582daecc833",6.21453332901001
"aac587ab722f99e4f2a46450b20c4775",6.19847440719604
"e2e1e83511e5632f0b6304854c3d3bad",6.19470453262329
"47363ee4d5aa401639daaf2aaa0235d6",6.19101524353027
"b3d9e9ea3dfe1b54233624a9dd407d65",6.18939399719238
"7783d4eda45d0d7ede27f7effcb1fab5",6.18483591079712
"5e0d56d2523c564e1d007f30a019bc6b",6.16160297393799
"99474d93226516754b264935044398ce",6.15754079818726
"3c9fb2ec5aebbe204487a6c942cbb110",6.13676595687866
"82dcf404f06d818830b5513f51c3af6b",6.13051652908325
"72ae6e1a56e7e010a2438c5653a02720",6.13011169433594
"006a71aa1d49c641ad7fbed6b4441011",6.12754964828491
"060210ad06568f90b8291c9649d95cfb",6.1258659362793
"13a52089b5dd19e219ade1ae9bfe8e86",6.11065053939819
"cc205a9e9e20334c73dd46c3a38028ed",6.09523057937622
"f0f70b128effef7617e9fdad8a6e90c3",6.09287595748901
"d14b678220a23acf48aa28fc18fdee9d",6.09136390686035
"e9de5fcada151f9b365038a96dc218c8",6.07430458068848
"3f6746cbe34ed326622ffa314c28632f",6.06294107437134
"849f39406e2e5c31559847574a9d879f",6.05761861801147
"999a59b8c23cd791f0f8b843bef9ae08",6.0440411567688
"d3aaf7edcbe1a77b5990c5c6c11cffb6",6.04328107833862
"5b7e5f2ed982e9a5c5fa243cefeefc62",6.03506565093994
"743684a9161964c6e392480df66cd3b6",6.02256536483765
"53599b33915bcded58c924ac9726ef3f",6.01990222930908
"f6d1a935a71f52df592452b44667af02",6.01519680023193
"36697208f1e6173e70d2f3f49eb5741a",5.98379516601562
"66f3f8308bfba960238c17dd20f630db",5.97843980789185
"1028a6ce8fede300782417443ae2bf34",5.96928739547729
"251415dfafce8d62fc81e91860572221",5.96875715255737
"7fb0dac94a508a3466b944fad5b054ff",5.96301078796387
"78984e145c560ba4ae890701da8081df",5.95910835266113
"294a9883290283c33b1373f578f2cf01",5.94856071472168
"3f400a06a3b726a38cb8306f81b5c5ea",5.94719839096069
"b1baca61116a61211b2cdf88aac8b03d",5.93960905075073
"e2bcfb16926efac974e8157c16b8b463",5.92683219909668
"7210f066c5b870502b4a19d63ce56918",5.91587543487549
"95e5263ce32c3de5dc5a47c37a58df85",5.91510343551636
"d04ee8948c5a6b647402e6373bd0d16b",5.90982246398926
"46e34b76b1c972166084930e1036f80e",5.90490674972534
"c1b49991aaf4aade03acd0ac47e4a65a",5.8983907699585
"729fa75af3d045af3eb712537d13edf8",5.89786624908447
"8361b47c265de831b5fde8b8ad593759",5.89646577835083
"4aaac6083d7df10d222b658565d785d3",5.88617086410522
"1ef36eed655808c35ca54d590d273d79",5.88023090362549
